sku,date,qty,amount,is_stockout_day
SK-9044,2026-08-24,2,19.4,0
SK-9044,2026-08-25,1,9.7,0
SK-9044,2026-08-26,2,19.4,0
SK-9044,2026-08-27,1,9.7,0
SK-9044,2026-08-28,1,9.7,0
SK-9044,2026-08-29,1,9.7,0
SK-9044,2026-08-30,1,9.7,0
SK-9044,2026-08-31,2,19.4,0
SK-9044,2026-09-01,2,19.4,0
SK-9044,2026-09-02,1,9.7,0
SK-9044,2026-09-03,1,9.7,0
SK-9044,2026-09-04,1,9.7,0
SK-9044,2026-09-05,1,9.7,0
SK-9044,2026-09-06,0,0.0,0
SK-9044,2026-09-07,2,19.4,0
SK-9044,2026-09-08,2,19.4,0
SK-9044,2025-11-20,2,19.4,0
SK-9044,2025-11-21,2,19.4,0
SK-9044,2025-11-22,3,29.11,0
SK-9044,2025-11-23,3,29.11,0
SK-9044,2025-11-24,3,29.11,0
SK-9044,2025-11-25,3,29.11,0
SK-9044,2025-11-26,2,19.4,0
SK-9044,2025-11-27,2,19.4,0
SK-9044,2025-11-28,3,29.11,0
SK-9044,2025-11-29,3,29.11,0
SK-9044,2025-11-30,2,19.4,0
SK-9044,2025-12-01,2,19.4,0
SK-9044,2025-12-02,2,19.4,0
SK-9044,2025-12-03,1,9.7,0
SK-9044,2025-12-04,3,29.11,0
SK-9044,2025-12-05,2,19.4,0
